City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
257,Moroni,KM,2020-04-04 15:18:27,-11.7,43.26,89.6,62,20,12.75
258,Tobermory,CA,2020-04-04 15:22:25,45.25,-81.67,42.01,90,51,1.01
259,Abha,SA,2020-04-04 15:22:25,18.22,42.51,73.4,60,40,8.05
260,Kathu,TH,2020-04-04 15:22:26,7.92,98.33,78.8,94,40,2.24
261,Imbituba,BR,2020-04-04 15:22:26,-28.24,-48.67,78.8,65,0,8.05
262,Belyy Yar,RU,2020-04-04 15:22:26,53.6,91.39,33.8,55,77,11.18
263,Balkhash,KZ,2020-04-04 15:22:27,46.84,74.98,51.89,38,0,8.55
264,Seydi,TM,2020-04-04 15:22:27,39.48,62.91,69.6,44,99,13.24
265,Vestmanna,FO,2020-04-04 15:22:28,62.16,-7.17,35.6,80,100,38.03
266,Saint Anthony,US,2020-04-04 15:22:28,45.02,-93.22,30.0,63,1,6.93
267,Vila Velha,BR,2020-04-04 15:22:17,-20.33,-40.29,80.6,57,75,16.11
268,Charlottesville,US,2020-04-04 15:22:29,38.03,-78.48,60.01,44,1,5.82
269,Paducah,US,2020-04-04 15:17:29,37.08,-88.6,63.0,71,90,11.41
270,Pitimbu,BR,2020-04-04 15:22:30,-7.47,-34.81,87.8,74,75,12.75
271,Westport,US,2020-04-04 15:17:59,41.14,-73.36,53.01,62,90,11.41
272,Jadu,LY,2020-04-04 15:22:30,31.95,12.03,56.48,43,57,15.77
273,Viborg,DK,2020-04-04 15:22:30,56.45,9.4,51.8,66,80,12.75
274,Alacranes,CU,2020-04-04 15:22:31,22.77,-81.57,82.4,58,20,8.05
275,Zainsk,RU,2020-04-04 15:22:31,55.32,52.07,51.8,32,36,8.95
276,Peterhead,GB,2020-04-04 15:22:32,57.51,-1.8,52.0,66,75,12.75
277,Namibe,AO,2020-04-04 15:22:32,-15.2,12.15,84.2,70,40,18.34
278,Sidhi,IN,2020-04-04 15:22:32,24.42,81.88,83.16,13,0,7.38
279,Mitsamiouli,KM,2020-04-04 15:22:33,-11.38,43.28,89.6,62,20,12.75
280,Arlit,NE,2020-04-04 15:22:33,18.74,7.39,106.86,5,3,11.81
281,Bandarbeyla,SO,2020-04-04 15:22:34,9.49,50.81,82.0,62,41,12.46
282,Paamiut,GL,2020-04-04 15:22:34,61.99,-49.67,23.32,91,81,4.34
283,Coihaique,CL,2020-04-04 15:22:35,-45.58,-72.07,48.2,70,90,6.93
284,Bagado,CO,2020-04-04 15:22:35,5.41,-76.42,77.0,94,90,3.36
