City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
110,Olindina,BR,2020-04-04 15:55:47,-11.37,-38.33,94.86,39,76,4.97
111,Alta Floresta,BR,2020-04-04 15:55:47,-9.88,-56.09,87.8,79,40,6.93
112,Honningsvag,NO,2020-04-04 15:55:48,70.98,25.97,29.66,86,1,28.34
113,Salinas,US,2020-04-04 15:55:48,36.68,-121.66,52.0,81,1,3.36
114,Balaka,MW,2020-04-04 15:55:49,-14.98,34.96,75.51,56,5,6.49
115,Luau,AO,2020-04-04 15:55:50,-10.71,22.22,74.88,56,76,2.28
116,Yambio,SS,2020-04-04 15:55:50,4.57,28.4,87.94,44,98,1.3
117,Tonantins,BR,2020-04-04 15:55:24,-2.87,-67.8,91.17,55,61,2.15
118,Milos,GR,2020-04-04 15:55:51,36.75,24.43,62.6,72,76,25.28
119,Delijan,IR,2020-04-04 15:55:51,33.99,50.68,61.3,17,98,17.58
120,Taquarituba,BR,2020-04-04 15:55:52,-23.53,-49.24,74.14,42,0,4.92
121,Iralaya,HN,2020-04-04 15:55:52,15.0,-83.23,84.2,74,20,8.97
122,Henderson,US,2020-04-04 15:52:45,36.04,-114.98,59.0,30,1,5.55
123,Ejura,GH,2020-04-04 15:55:53,7.39,-1.36,99.34,34,99,3.78
124,Marawi,PH,2020-04-04 15:55:53,8.0,124.29,67.91,75,10,2.21
125,Upata,VE,2020-04-04 15:53:41,8.01,-62.4,90.01,38,17,8.59
126,Tasiilaq,GL,2020-04-04 15:55:54,65.61,-37.64,19.4,44,40,23.04
127,Port Elizabeth,ZA,2020-04-04 15:55:55,-33.92,25.57,80.6,51,1,8.05
128,Luderitz,NA,2020-04-04 15:55:55,-26.65,15.16,68.0,68,0,5.82
129,Villa Rica,US,2020-04-04 15:55:55,33.73,-84.92,73.0,32,75,5.82
130,Bennington,US,2020-04-04 15:55:56,42.88,-73.2,57.0,66,90,5.82
131,Cidreira,BR,2020-04-04 15:55:56,-30.18,-50.21,71.49,62,17,9.69
132,Ribeira Grande,PT,2020-04-04 15:55:56,38.52,-28.7,62.6,77,40,18.34
133,West Bay,KY,2020-04-04 15:55:57,19.37,-81.42,84.2,66,20,10.29
134,Qasigiannguit,GL,2020-04-04 15:55:57,68.82,-51.19,8.6,60,5,19.46
135,Laguna,US,2020-04-04 15:55:58,38.42,-121.42,51.01,70,90,10.29
136,Asfi,MA,2020-04-04 15:55:58,32.3,-9.24,68.67,54,79,11.5
137,Teguldet,RU,2020-04-04 15:55:58,57.31,88.17,30.74,94,0,3.53
138,San Clemente,US,2020-04-04 15:55:59,33.43,-117.61,60.8,71,90,9.17
139,Saint-Philippe,RE,2020-04-04 15:55:59,-21.36,55.77,78.8,78,75,12.75
140,Banda Aceh,ID,2020-04-04 15:53:14,5.56,95.32,81.82,79,99,7.99
141,Lena,ES,2020-04-04 15:56:00,43.1,-5.73,72.0,39,46,9.17
142,Hithadhoo,MV,2020-04-04 15:56:00,-0.6,73.08,83.46,77,13,11.59
143,Santa Cruz De La Palma,ES,2020-04-04 15:55:50,28.68,-17.76,73.4,73,20,4.7
144,Gat,IL,2020-04-04 15:56:01,31.61,34.76,86.0,22,5,6.93
145,Farafangana,MG,2020-04-04 15:56:01,-22.82,47.83,74.44,82,92,13.02
146,Umm Lajj,SA,2020-04-04 15:56:01,25.02,37.27,83.39,31,0,6.17
147,Kruisfontein,ZA,2020-04-04 15:56:02,-34.0,24.73,81.16,40,0,9.57
148,Hukuntsi,BW,2020-04-04 15:56:02,-24.0,21.75,78.57,26,41,3.4
149,Kajaani,FI,2020-04-04 15:56:02,64.23,27.73,30.2,58,75,13.87
150,Marienburg,PL,2020-04-04 15:56:03,54.04,19.03,48.99,45,95,13.87
151,Branisca,RO,2020-04-04 15:56:03,45.92,22.78,59.76,39,21,8.59
152,Atasu,KZ,2020-04-04 15:56:04,48.68,71.64,50.43,60,85,9.51
153,Bilma,NE,2020-04-04 15:56:04,18.69,12.92,107.1,5,0,10.45
154,Dikson,RU,2020-04-04 15:56:04,73.51,80.55,2.71,94,0,9.55
155,Karla,EE,2020-04-04 15:56:04,59.37,24.93,42.01,38,26,20.8
156,Rio Gallegos,AR,2020-04-04 15:56:05,-51.62,-69.22,55.4,54,90,34.45
157,Larkollen,NO,2020-04-04 15:56:05,59.33,10.67,46.0,56,99,12.75
158,Snasa,NO,2020-04-04 15:56:06,64.25,12.38,29.43,88,88,16.71
159,Mezen,RU,2020-04-04 15:56:06,65.85,44.24,26.01,96,62,5.88
